search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20181231&after=publication:20180101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9870001-B1,Automated vehicle operator skill evaluation system ,"Delphi Technologies, Inc.","Nandita Mangal, Michael H. Laur",2016-08-05,2016-08-05,2018-01-16,2018-01-16,https://patents.google.com/patent/US9870001B1/en,https://patentimages.storage.googleapis.com/27/73/66/5c0574177ba22d/US09870001-20180116-D00000.png
US-2018201256-A1,Autonomous parking of vehicles inperpendicular parking spots ,"Ford Global Technologies, Llc","Eric Hongtei Tseng, Li Xu, Kyle Simmons, Douglas Blue",2017-01-13,2017-01-13,2018-07-19,,https://patents.google.com/patent/US20180201256A1/en,https://patentimages.storage.googleapis.com/f8/5f/94/2545708979c8c5/US20180201256A1-20180719-D00000.png
US-2018039268-A1,Automated vehicle operator skill evaluation system ,"Delphi Technologies, Inc.","Nandita Mangal, Michael H. Laur",2016-08-05,2016-08-05,2018-02-08,,https://patents.google.com/patent/US20180039268A1/en,https://patentimages.storage.googleapis.com/1e/be/53/dd9bc9f8ac19d6/US20180039268A1-20180208-D00000.png
US-2018043931-A1,Methods and apparatus for robust trajectory control of an autonomous vehicle ,GM Global Technology Operations LLC,"Pinaki Gupta, Jin-woo Lee",2016-08-11,2016-08-11,2018-02-15,,https://patents.google.com/patent/US20180043931A1/en,https://patentimages.storage.googleapis.com/c0/25/7f/8aab269f4f9cfa/US20180043931A1-20180215-D00000.png
EP-3279053-A1,Automated vehicle operator skill evaluation system ,"Delphi Technologies, Inc.","Nandita Mangal, Michael H. Laur",2016-08-05,2017-07-13,2018-02-07,,https://patents.google.com/patent/EP3279053A1/en,https://patentimages.storage.googleapis.com/54/9e/77/12eff026bd360f/imgf0001.png
US-9911030-B1,System and method for evaluating the perception system of an autonomous vehicle ,Waymo Llc,"Jiajun Zhu, Christopher Paul Urmson, Dirk Haehnel, Nathaniel Fairfield, Russell Leigh Smith",2010-10-05,2017-05-05,2018-03-06,2018-03-06,https://patents.google.com/patent/US9911030B1/en,https://patentimages.storage.googleapis.com/c6/b8/7a/751549074200ff/US09911030-20180306-D00000.png
US-10156848-B1,Autonomous vehicle routing during emergencies ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2017-01-18,2018-12-18,2018-12-18,https://patents.google.com/patent/US10156848B1/en,https://patentimages.storage.googleapis.com/59/f3/3c/ddd7a0ea528c3e/US10156848-20181218-D00000.png
US-10065517-B1,Autonomous electric vehicle charging ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2017-01-18,2018-09-04,2018-09-04,https://patents.google.com/patent/US10065517B1/en,https://patentimages.storage.googleapis.com/21/80/ff/36e974de29eb56/US10065517-20180904-D00000.png
US-10042359-B1,Autonomous vehicle refueling ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2017-01-24,2018-08-07,2018-08-07,https://patents.google.com/patent/US10042359B1/en,https://patentimages.storage.googleapis.com/d1/cc/3c/902eb48538ebf1/US10042359-20180807-D00000.png
US-9913240-B2,Methods and systems for automating a logistics transaction using an autonomous vehicle and elements of a wireless node network ,"Fedex Corporate Services, Inc.",Ole-Petter Skaaksrud,2013-11-29,2014-11-12,2018-03-06,2018-03-06,https://patents.google.com/patent/US9913240B2/en,https://patentimages.storage.googleapis.com/29/cb/9d/a1782e520ac5c9/US09913240-20180306-D00000.png
US-10000216-B2,Engaging and disengaging for autonomous driving ,Waymo Llc,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2017-10-17,2018-06-19,2018-06-19,https://patents.google.com/patent/US10000216B2/en,https://patentimages.storage.googleapis.com/f6/98/60/99ee77a7013f59/US10000216-20180619-D00000.png
US-2018334173-A1,Engaging and disengaging for autonomous driving ,Waymo Llc,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2018-05-17,2018-11-22,,https://patents.google.com/patent/US20180334173A1/en,https://patentimages.storage.googleapis.com/85/e3/de/8d0cd30789fed1/US20180334173A1-20181122-D00000.png
US-10043323-B1,Accident response using autonomous vehicle monitoring ,State Farm Mutual Automotive Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2017-03-29,2018-08-07,2018-08-07,https://patents.google.com/patent/US10043323B1/en,https://patentimages.storage.googleapis.com/73/a2/fe/4ecd18494e2b38/US10043323-20180807-D00000.png
US-9858621-B1,Autonomous vehicle technology effectiveness determination for insurance pricing ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2018-01-02,2018-01-02,https://patents.google.com/patent/US9858621B1/en,https://patentimages.storage.googleapis.com/fa/44/5f/f2a451d3cb43ff/US09858621-20180102-D00000.png
US-10089693-B1,Fully autonomous vehicle insurance pricing ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2018-10-02,2018-10-02,https://patents.google.com/patent/US10089693B1/en,https://patentimages.storage.googleapis.com/69/cc/c7/6b183c1c7fe6a5/US10089693-20181002-D00000.png
US-10055794-B1,Determining autonomous vehicle technology performance for insurance pricing and offering ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2018-08-21,2018-08-21,https://patents.google.com/patent/US10055794B1/en,https://patentimages.storage.googleapis.com/3c/07/b1/feb5ff525ece01/US10055794-20180821-D00000.png
US-10106135-B2,Safety stoppage device and method for safety stoppage of an autonomous vehicle ,Volvo Car Corporation,"Erik Coelingh, Leif KINDBERG",2015-07-13,2016-07-06,2018-10-23,2018-10-23,https://patents.google.com/patent/US10106135B2/en,https://patentimages.storage.googleapis.com/33/e3/b0/e41e1dd92e21f2/US10106135-20181023-D00000.png
US-9958873-B2,System for efficient scheduling for multiple automated non-holonomic vehicles using a coordinated path planner ,Crown Equipment Corporation,Jacob Jay Thomson,2011-04-11,2015-10-13,2018-05-01,2018-05-01,https://patents.google.com/patent/US9958873B2/en,https://patentimages.storage.googleapis.com/92/a6/da/126c56acfe2c50/US09958873-20180501-D00000.png
US-10101747-B2,Formatting sensor data for use in autonomous vehicle communications platform ,"Uber Technologies, Inc.","Daniel Tascione, Justin Waters, Mark Sibenac, Jordan Brindza, Daniel Leland Strother, Morgan Jones",2015-12-11,2017-10-05,2018-10-16,2018-10-16,https://patents.google.com/patent/US10101747B2/en,https://patentimages.storage.googleapis.com/88/77/3c/d59d449aa4eacd/US10101747-20181016-D00000.png
US-10095239-B1,Autonomous vehicle paletization system ,"Uber Technologies, Inc.","Matthew Shaw Wood, Dirk John VandenBerg, III",2017-03-31,2017-03-31,2018-10-09,2018-10-09,https://patents.google.com/patent/US10095239B1/en,https://patentimages.storage.googleapis.com/d7/17/1f/d5f32f32fb4af7/US10095239-20181009-D00000.png
US-10118628-B2,"Data processing system for guidance, control, and testing autonomous vehicle features and driver response ",Allstate Insurance Company,Soren K. Lundsgaard,2017-02-21,2017-02-21,2018-11-06,2018-11-06,https://patents.google.com/patent/US10118628B2/en,https://patentimages.storage.googleapis.com/a4/aa/af/b5241b26f82480/US10118628-20181106-D00000.png
US-2018253109-A1,System and method for tire sensor-based autonomous vehicle fleet management ,The Goodyear Tire & Rubber Company,"Sebastien Willy Fontaine, Armand Rene Gabriel Leconte, Frederic Ngo, Etienne Besnoin, Eduard Robert Geerdink, Jeroen Rigole",2017-03-06,2018-02-15,2018-09-06,,https://patents.google.com/patent/US20180253109A1/en,https://patentimages.storage.googleapis.com/ad/98/b2/8dc4d8c4e7333d/US20180253109A1-20180906-D00000.png
US-2018196437-A1,Trajectory Assistance for Autonomous Vehicles ,Waymo Llc,"Joshua Seth Herbach, Nathaniel Fairfield",2013-03-15,2018-02-19,2018-07-12,,https://patents.google.com/patent/US20180196437A1/en,https://patentimages.storage.googleapis.com/cc/5c/8c/2f3e38afe1bc68/US20180196437A1-20180712-D00000.png
EP-3372423-A1,System and method for tire sensor-based autonomous vehicle fleet management ,The Goodyear Tire & Rubber Company,"Sebastien Willy Fontaine, Armand René Gabriel LECONTE, Frederic Ngo, Etienne Besnoin, Eduard Robert Geerdink, Jeroen Rigole",2017-03-06,2018-03-01,2018-09-12,,https://patents.google.com/patent/EP3372423A1/en,https://patentimages.storage.googleapis.com/27/20/ed/76787e691fe030/imgf0001.png
