search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20131231&after=publication:20130101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8355834-B2,Multi-sensor autonomous control of unmanned aerial vehicles ,"L-3 Unmanned Systems, Inc.","David S. Duggan, David A. Felio, Billy B. Pate, Vince R. Longhi, Jerry L. Petersen, Mark J. Bergee",2003-06-20,2011-11-16,2013-01-15,2013-01-15,https://patents.google.com/patent/US8355834B2/en,https://patentimages.storage.googleapis.com/84/92/be/f67efbd7e7fe4b/US08355834-20130115-D00000.png
US-8527199-B1,Automatic collection of quality control statistics for maps used in autonomous driving ,Google Inc.,"Donald Jason Burnette, Andrew Hughes Chatham, Matthew Paul McNaughton",2012-05-17,2012-05-17,2013-09-03,2013-09-03,https://patents.google.com/patent/US8527199B1/en,https://patentimages.storage.googleapis.com/52/cd/80/9df6ecbc2468b9/US08527199-20130903-D00000.png
US-8381982-B2,Method and apparatus for managing and controlling manned and automated utility vehicles ,"Sky-Trax, Inc.","Robert S. Kunzig, Robert M. Taylor, David C. Emanuel, Leonard J. Maxwell",2005-12-03,2010-09-02,2013-02-26,2013-02-26,https://patents.google.com/patent/US8381982B2/en,https://patentimages.storage.googleapis.com/4c/95/a2/c728b945f1e940/US08381982-20130226-D00000.png
US-8606455-B2,Method and device for automatically operating a vehicle in an autonomous driving mode requiring no user action ,Daimler Ag,"Michael Boehringer, Stefanie Dubiella-Zimmermann, Stefan Jansen, Julie Lockhart, Erik Sengewald, Fabian Stiebert",2009-10-10,2010-10-05,2013-12-10,2013-12-10,https://patents.google.com/patent/US8606455B2/en,https://patentimages.storage.googleapis.com/b2/ba/10/30028e0b10d25f/US08606455-20131210-D00000.png
KR-101291067-B1,"Car control apparatus and its autonomous driving method, local sever apparatus and its autonomous driving service method, whole region sever apparatus and its autonomous driving service method ",한국전자통신연구원,"안경환, 손승원, 박종현, 김주완, 조성익, 최정단, 김도현, 성경복, 김정숙, 장병태",2009-11-26,2009-11-26,2013-08-07,2013-08-07,https://patents.google.com/patent/KR101291067B1/en,https://patentimages.storage.googleapis.com/43/45/73/f45be00e9fb671/112009072839260-pat00001.png
US-8496078-B2,Semi-autonomous vehicle providing cargo space ,GM Global Technology Operations LLC,"Carl W. Wellborn, Joseph F. Szczerba, Jan H. Aase, Brian S. Repa, Mary Ellen Decaluwe, Jim K. Rainbolt",2011-01-29,2011-01-29,2013-07-30,2013-07-30,https://patents.google.com/patent/US8496078B2/en,https://patentimages.storage.googleapis.com/94/44/35/623fbce8f8e4a3/US08496078-20130730-D00000.png
US-2013345920-A1,Autonomous control of unmanned aerial vehicles ,"L-3 Unmanned Systems, Inc.","David S. Duggan, David A. Felio, Billy B. Pate, Vince R. Longhi, Jerry L. Petersen, Mark J. Bergee",2003-06-20,2012-12-04,2013-12-26,,https://patents.google.com/patent/US20130345920A1/en,https://patentimages.storage.googleapis.com/ab/a9/4e/f235cf2884de2c/US20130345920A1-20131226-D00000.png
CN-102320362-B,Docking device of autonomous underwater vehicle and submarine observation network ,浙江大学,"杨灿军, 史剑光, 卢正华",2011-06-29,2011-06-29,2013-06-12,2013-06-12,https://patents.google.com/patent/CN102320362B/en,https://patentimages.storage.googleapis.com/d0/9e/c1/aff2c7e65b6f54/110629145855.png
DE-102011085019-B4,Autonomous vehicle and autonomous transport system ,"Kuka Laboratories Gmbh, Lju Automatisierungstechnik Gmbh","Johannes Kurth, Patrik Pfaff, Sven Brudniok, Johann Maischberger, Winhold Linnhoff, Sven Hafenberg",2010-10-22,2011-10-21,2013-04-11,2013-04-11,https://patents.google.com/patent/DE102011085019B4/en,https://patentimages.storage.googleapis.com/47/2c/0f/a623d847453e55/00440001.png
US-8509981-B2,Docking stations for automated guided vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Randy Lee Pfeiffer,2011-05-25,2011-05-25,2013-08-13,2013-08-13,https://patents.google.com/patent/US8509981B2/en,https://patentimages.storage.googleapis.com/f9/e9/8c/34a4cc5f651285/US08509981-20130813-D00000.png
