search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20171231&after=publication:20170101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-102015003888-B4,Method for operating an autonomous motor vehicle and motor vehicle ,Audi Ag,"Alexander Barke, Christian Niemeier",2015-03-26,2015-03-26,2017-12-07,2017-12-07,https://patents.google.com/patent/DE102015003888B4/en,https://patentimages.storage.googleapis.com/9a/7a/4f/8e2910e569c70c/DE102015003888B4_0002.png
US-9679191-B1,System and method for evaluating the perception system of an autonomous vehicle ,Waymo Llc,"Jiajun Zhu, Christopher Paul Urmson, Dirk Haehnel, Nathaniel Fairfield, Russell Leigh Smith",2010-10-05,2015-07-07,2017-06-13,2017-06-13,https://patents.google.com/patent/US9679191B1/en,https://patentimages.storage.googleapis.com/7a/be/d1/0501df355eae58/US09679191-20170613-D00000.png
US-9760090-B2,Crowd sourcing data for autonomous vehicle navigation ,Mobileye Vision Technologies Ltd.,"Amnon Shashua, Yoram Gdalyahu, Ofer Springer, Aran REISMAN, Daniel Braunstein",2015-02-10,2016-09-22,2017-09-12,2017-09-12,https://patents.google.com/patent/US9760090B2/en,https://patentimages.storage.googleapis.com/6e/a3/60/0b4ec1270a6480/US09760090-20170912-D00000.png
US-9690293-B2,Autonomous vehicle tail alignment navigation ,Mobileye Vision Technologies Ltd.,"Amnon Shashua, Aran REISMAN, Daniel Braunstein, Yoav Taieb, Igor Tubis",2015-02-10,2016-09-22,2017-06-27,2017-06-27,https://patents.google.com/patent/US9690293B2/en,https://patentimages.storage.googleapis.com/33/bf/75/cdda8359240479/US09690293-20170627-D00000.png
KR-101736977-B1,Control and systems for autonomously driven vehicles ,삼성전자주식회사,"폴 제라드 트레파그니어, 조지 에밀리오 나겔, 매튜 테일러 두너, 마이클 토마스 데웬터, 네일 마이클 트라프트, 세르게이 드라쿠노브, 포웰 키네이, 아론 리",2008-10-24,2009-10-26,2017-05-17,2017-05-17,https://patents.google.com/patent/KR101736977B1/en,https://patentimages.storage.googleapis.com/62/b5/e0/7eaba738522f3d/112011038937343-pct00085.png
US-9821818-B2,Engaging and disengaging for autonomous driving ,Waymo Llc,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2017-04-27,2017-11-21,2017-11-21,https://patents.google.com/patent/US9821818B2/en,https://patentimages.storage.googleapis.com/cb/de/51/9ab215aab235a8/US09821818-20171121-D00000.png
US-9663117-B2,Engaging and disengaging for autonomous driving ,Google Inc.,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2016-10-28,2017-05-30,2017-05-30,https://patents.google.com/patent/US9663117B2/en,https://patentimages.storage.googleapis.com/c0/c0/af/ef2cd4b957f686/US09663117-20170530-D00000.png
US-9754325-B1,Autonomous vehicle operation feature monitoring and evaluation of effectiveness ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2017-09-05,2017-09-05,https://patents.google.com/patent/US9754325B1/en,https://patentimages.storage.googleapis.com/7a/cd/31/a9807615198e24/US09754325-20170905-D00000.png
US-9715711-B1,Autonomous vehicle insurance pricing and offering based upon accident risk ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2017-07-25,2017-07-25,https://patents.google.com/patent/US9715711B1/en,https://patentimages.storage.googleapis.com/16/82/74/103604b35180e5/US09715711-20170725-D00000.png
US-9805423-B1,Accident fault determination for autonomous vehicles ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2017-10-31,2017-10-31,https://patents.google.com/patent/US9805423B1/en,https://patentimages.storage.googleapis.com/06/54/f0/20ee2176981df6/US09805423-20171031-D00000.png
