search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20231231&after=publication:20230101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11747809-B1,System and method for evaluating the perception system of an autonomous vehicle ,Waymo Llc,"Jiajun Zhu, Christopher Paul Urmson, Dirk Haehnel, Nathaniel Fairfield, Russell Leigh Smith",2010-10-05,2021-07-28,2023-09-05,2023-09-05,https://patents.google.com/patent/US11747809B1/en,https://patentimages.storage.googleapis.com/78/b0/32/f8f1d1f4014aea/US11747809-20230905-D00000.png
AU-2021269330-B2,Sparse map for autonomous vehicle navigation ,Mobileye Vision Technologies Ltd.,"Yuval Aviel, Levi BELLAICHE, Daniel Braunstein, Ori BUBERMAN, Andras Ferencz, Yoram Gdalyahu, Gaby Hayon, David HUBERMAN, Aran REISMAN, Sergey RUBINSKY, Shai SHALEV-SHWARTZ, Amnon Shashua, Ofer Springer, Gideon Stein, Yoav Taieb, Igor Tubis",2015-02-10,2021-11-16,2023-01-05,2023-01-05,https://patents.google.com/patent/AU2021269330B2/en,
US-11599113-B2,Crowd sourcing data for autonomous vehicle navigation ,Mobileye Vision Technologies Ltd.,"Amnon Shashua, Yoram Gdalyahu, Ofer Springer, Aran REISMAN, Daniel Braunstein",2015-02-10,2019-08-28,2023-03-07,2023-03-07,https://patents.google.com/patent/US11599113B2/en,https://patentimages.storage.googleapis.com/4b/be/01/1bf3c7a9ea7097/US11599113-20230307-D00000.png
KR-102603648-B1,Sparse map for autonomous vehicle navigation ,모빌아이 비젼 테크놀로지스 엘티디.,"암논 샤슈아, 요람 그달야후, 오퍼 스프링거, 아란 레이즈만, 다니엘 브라운스타인, 오리 부버맨, 샤이 샬레브-슈워츠, 요아브 타이엡, 이고르 투비스, 데이비드 휴버먼, 레비 벨라체, 기드온 스타인, 안드라스 페렌츠, 가비 아욘, 세르게이 루빈스키, 유발 아비엘",2015-02-10,2016-02-10,2023-11-21,2023-11-21,https://patents.google.com/patent/KR102603648B1/en,https://patentimages.storage.googleapis.com/be/33/f3/e1d3f8053cdb2a/112020007027596-pat00147.png
DE-102014212746-B4,AUTONOMOUS VEHICLE WITH DRIVER PRESENCE AND PHYSIOLOGICAL MONITORING ,"Ford Global Technologies, Llc","Manoharprasad Rao, Mark Cuddihy, Lialiang Le",2013-07-09,2014-07-01,2023-03-30,2023-03-30,https://patents.google.com/patent/DE102014212746B4/en,https://patentimages.storage.googleapis.com/66/a3/fe/dbe2fb47964480/DE102014212746B4_0001.png
US-2023037543-A1,Autonomous vehicle retrieval ,State Farm Mutual Automobile Insurance Company,"Blake S. Konrardy, Gregory L. Hayward, Scott Farris, Scott T. Christensen",2016-01-22,2022-10-16,2023-02-09,,https://patents.google.com/patent/US20230037543A1/en,https://patentimages.storage.googleapis.com/b1/c7/08/ccbcf419875f69/US20230037543A1-20230209-D00000.png
US-2023154321-A1,Autonomous vehicle application ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2023-01-20,2023-05-18,,https://patents.google.com/patent/US20230154321A1/en,https://patentimages.storage.googleapis.com/17/a9/e3/52c5a6ccc5f8ce/US20230154321A1-20230518-D00000.png
US-2023043047-A1,Autonomous vehicle refueling ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2022-10-25,2023-02-09,,https://patents.google.com/patent/US20230043047A1/en,https://patentimages.storage.googleapis.com/d9/80/b8/c3ca506547adb6/US20230043047A1-20230209-D00000.png
US-2023222614-A1,Coordinated autonomous vehicle automatic area scanning ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2023-02-27,2023-07-13,,https://patents.google.com/patent/US20230222614A1/en,https://patentimages.storage.googleapis.com/a2/9b/f1/cbd9159f3a6548/US20230222614A1-20230713-D00000.png
US-2023025002-A1,Autonomous electric vehicle charging ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2022-09-22,2023-01-26,,https://patents.google.com/patent/US20230025002A1/en,https://patentimages.storage.googleapis.com/77/2c/72/ccd98885d1d731/US20230025002A1-20230126-D00000.png
